"/home/nikhil/Desktop/logs/results3/log_work_write_0.75_11Dec2010013339",0.749207,"357ops","1ops/s","1.2mb/s","15.7ms/op",1081,3.603,"(0/1","1.2mb/s","3336835us","45.0ms",1480,365580,0.404836150774112
"/home/nikhil/Desktop/logs/results3/log_work_write_0.75_11Dec2010024606",0.749517,"360ops","1ops/s","1.2mb/s","15.4ms/op",1090,3.633,"(0/1","1.2mb/s","3310833us","44.5ms",1492,371725,0.401371981975923
"/home/nikhil/Desktop/logs/results3/log_work_write_1.0_11Dec2010001511",0.999999,"349ops","1ops/s","1.2mb/s","15.9ms/op",1057,3.523,"(0/1","1.2mb/s","3412149us","43.9ms",1448,358412,0.404004330212158
"/home/nikhil/Desktop/logs/results3/log_work_write_1.0_11Dec2010012737",1,"349ops","1ops/s","1.2mb/s","16.0ms/op",1057,3.523,"(0/1","1.2mb/s","3414413us","44.7ms",1448,357388,0.405161896873986
"/home/nikhil/Desktop/logs/results3/log_work_write_1.0_11Dec2010024003",1,"373ops","1ops/s","1.2mb/s","15.3ms/op",1129,3.763,"(0/1","1.2mb/s","3193378us","44.4ms",1544,382989,0.403144737838424
"/home/nikhil/Desktop/logs/results3/log_work_write_2.0_11Dec2010000908",2,"363ops","1ops/s","1.2mb/s","17.0ms/op",1099,3.663,"(0/1","1.2mb/s","3279366us","45.9ms",1504,372749,0.403488674684573
"/home/nikhil/Desktop/logs/results3/log_work_write_2.0_11Dec2010012135",1.999999,"356ops","1ops/s","1.2mb/s","16.2ms/op",1078,3.593,"(0/1","1.2mb/s","3344354us","44.8ms",1476,365580,0.403741999015263
"/home/nikhil/Desktop/logs/results3/log_work_write_2.0_11Dec2010023401",1.999996,"344ops","1ops/s","1.1mb/s","15.4ms/op",1042,3.473,"(0/1","1.1mb/s","3461628us","44.5ms",1428,352268,0.405373181782052
"/home/nikhil/Desktop/logs/results3/log_work_write_3.0_11Dec2010000306",2.999998,"366ops","1ops/s","1.2mb/s","15.7ms/op",1108,3.693,"(0/1","1.2mb/s","3253169us","43.4ms",1516,377869,0.401197240313442
"/home/nikhil/Desktop/logs/results3/log_work_write_3.0_11Dec2010011532",2.999993,"347ops","1ops/s","1.2mb/s","17.5ms/op",1051,3.503,"(0/1","1.2mb/s","3432277us","48.8ms",1440,356364,0.404081220325285
"/home/nikhil/Desktop/logs/results3/log_work_write_3.0_11Dec2010022758",2.999993,"352ops","1ops/s","1.2mb/s","15.2ms/op",1066,3.553,"(0/1","1.2mb/s","3385284us","44.1ms",1460,360460,0.405038006991067
"/home/nikhil/Desktop/logs/results3/log_work_write_4.0_10Dec2010235703",3.999991,"368ops","1ops/s","1.2mb/s","15.1ms/op",1114,3.713,"(0/1","1.2mb/s","3237500us","41.9ms",1524,377869,0.403314376146231
"/home/nikhil/Desktop/logs/results3/log_work_write_4.0_11Dec2010010930",3.999991,"360ops","1ops/s","1.2mb/s","18.0ms/op",1090,3.633,"(0/1","1.2mb/s","3310222us","46.3ms",1492,369677,0.403595571268973
"/home/nikhil/Desktop/logs/results3/log_work_write_4.0_11Dec2010022156",3.99999,"370ops","1ops/s","1.2mb/s","16.3ms/op",1120,3.733,"(0/1","1.2mb/s","3218946us","44.9ms",1532,380941,0.402162014590186
"/home/nikhil/Desktop/logs/results3/log_work_write_5.0_10Dec2010235101",4.99998,"377ops","1ops/s","1.3mb/s","14.3ms/op",1141,3.803,"(0/1","1.3mb/s","3158647us","42.9ms",1560,386061,0.404081220325285
"/home/nikhil/Desktop/logs/results3/log_work_write_5.0_11Dec2010010328",4.99998,"369ops","1ops/s","1.2mb/s","14.8ms/op",1117,3.723,"(0/1","1.2mb/s","3227480us","42.2ms",1528,377869,0.404372944062625
"/home/nikhil/Desktop/logs/results3/log_work_write_5.0_11Dec2010021554",4.999978,"355ops","1ops/s","1.2mb/s","16.3ms/op",1075,3.583,"(0/1","1.2mb/s","3355831us","44.9ms",1472,363532,0.404916210952543
"/home/nikhil/Desktop/logs/results3/log_work_write_6.0_10Dec2010234458",5.99995,"364ops","1ops/s","1.2mb/s","16.7ms/op",1102,3.673,"(0/1","1.2mb/s","3273269us","45.8ms",1508,376845,0.400164523875864
"/home/nikhil/Desktop/logs/results3/log_work_write_6.0_11Dec2010005726",5.999958,"348ops","1ops/s","1.2mb/s","14.5ms/op",1054,3.513,"(0/1","1.2mb/s","3424224us","43.7ms",1444,357388,0.404042665114665
"/home/nikhil/Desktop/logs/results3/log_work_write_6.0_11Dec2010020952",5.999947,"351ops","1ops/s","1.2mb/s","15.1ms/op",1063,3.543,"(0/1","1.2mb/s","3395071us","43.6ms",1456,359436,0.405079068318143
"/home/nikhil/Desktop/logs/results3/log_work_write_7.0_10Dec2010233856",6.999908,"348ops","1ops/s","1.2mb/s","14.6ms/op",1054,3.513,"(0/1","1.2mb/s","3423132us","45.4ms",1444,358412,0.402888296150798
"/home/nikhil/Desktop/logs/results3/log_work_write_7.0_11Dec2010005124",6.99992,"349ops","1ops/s","1.2mb/s","14.1ms/op",1057,3.523,"(0/1","1.2mb/s","3413754us","41.2ms",1448,359436,0.40285335915156
"/home/nikhil/Desktop/logs/results3/log_work_write_7.0_11Dec2010020350",6.999913,"350ops","1ops/s","1.2mb/s","17.6ms/op",1060,3.533,"(0/1","1.2mb/s","3404743us","48.5ms",1452,362508,0.400542884570823
"/home/nikhil/Desktop/logs/results3/log_work_write_8.0_10Dec2010233254",7.999826,"358ops","1ops/s","1.2mb/s","15.9ms/op",1084,3.613,"(0/1","1.2mb/s","3320168us","45.0ms",1484,366604,0.404796456121592
"/home/nikhil/Desktop/logs/results3/log_work_write_8.0_11Dec2010004522",7.999819,"365ops","1ops/s","1.2mb/s","15.5ms/op",1105,3.683,"(0/1","1.2mb/s","3262575us","42.7ms",1512,375821,0.40231918918847
"/home/nikhil/Desktop/logs/results3/log_work_write_8.0_11Dec2010015748",7.999801,"358ops","1ops/s","1.2mb/s","15.2ms/op",1084,3.613,"(0/1","1.2mb/s","3328156us","45.5ms",1484,367628,0.403668926197134
