/home/nikhil/Desktop/logs/writes//log_work_write_5.0_08Dec2010144900,/tmp/fb_08Dec2010144900,5.000000,7146ops,24ops/s,23.8mb/s,157.5ms/op,21438,71.422,(0/24,23.8mb/s,89318us,359.8ms,28744,7317729
/home/nikhil/Desktop/logs/writes//log_work_write_5.0_08Dec2010155547,/tmp/fb_08Dec2010155547,5.000000,8323ops,28ops/s,27.7mb/s,123.5ms/op,24970,83.173,(0/28,27.7mb/s,92894us,301.3ms,33464,8526085
/home/nikhil/Desktop/logs/writes//log_work_write_5.0_08Dec2010170209,/tmp/fb_08Dec2010170209,5.000000,8125ops,27ops/s,27.1mb/s,128.5ms/op,24379,81.203,(0/27,27.1mb/s,92479us,307.3ms,32672,8325375
/home/nikhil/Desktop/logs/writes//log_work_write_6.0_08Dec2010144209,/tmp/fb_08Dec2010144209,6.000000,7286ops,24ops/s,24.3mb/s,155.5ms/op,21860,72.833,(0/24,24.3mb/s,88677us,355.2ms,29300,7465189
/home/nikhil/Desktop/logs/writes//log_work_write_6.0_08Dec2010154856,/tmp/fb_08Dec2010154856,6.000000,7847ops,26ops/s,26.1mb/s,138.9ms/op,23541,78.417,(0/26,26.1mb/s,90887us,324.9ms,31556,8036598
/home/nikhil/Desktop/logs/writes//log_work_write_6.0_08Dec2010165504,/tmp/fb_08Dec2010165504,6.000000,7855ops,26ops/s,26.2mb/s,137.3ms/op,23570,78.517,(0/26,26.2mb/s,91574us,325.9ms,31592,8048887
/home/nikhil/Desktop/logs/writes//log_work_write_7.0_08Dec2010143517,/tmp/fb_08Dec2010143517,7.000000,7424ops,25ops/s,24.7mb/s,154.6ms/op,22278,74.217,(0/25,24.7mb/s,90050us,343.3ms,29864,7608553
/home/nikhil/Desktop/logs/writes//log_work_write_7.0_08Dec2010154135,/tmp/fb_08Dec2010154135,7.000000,6773ops,23ops/s,22.6mb/s,169.8ms/op,20322,67.699,(0/23,22.6mb/s,87122us,383.4ms,27248,6938837
/home/nikhil/Desktop/logs/writes//log_work_write_7.0_08Dec2010164820,/tmp/fb_08Dec2010164820,7.000000,7926ops,26ops/s,26.4mb/s,134.3ms/op,23784,79.249,(0/26,26.4mb/s,90994us,317.2ms,31876,8123641
/home/nikhil/Desktop/logs/writes//log_work_write_8.0_08Dec2010142933,/tmp/fb_08Dec2010142933,8.000000,6490ops,22ops/s,21.6mb/s,175.8ms/op,19479,64.900,(0/22,21.6mb/s,87344us,403.9ms,26112,6655180
/home/nikhil/Desktop/logs/writes//log_work_write_8.0_08Dec2010153408,/tmp/fb_08Dec2010153408,8.000000,6778ops,23ops/s,22.6mb/s,166.5ms/op,20337,67.746,(0/23,22.6mb/s,87396us,383.9ms,27268,6943957
/home/nikhil/Desktop/logs/writes//log_work_write_8.0_08Dec2010164052,/tmp/fb_08Dec2010164052,8.000000,6721ops,22ops/s,22.4mb/s,173.9ms/op,20162,67.180,(0/22,22.4mb/s,86838us,389.0ms,27032,6883539
